country_pair,prompt_style,model_name,temperature,sim_score_1,sim_score_2,sim_diff
U.S.A.-France,SST,gpt-4,1.5,12,12,0
U.S.S.R.-Cuba,SST,gpt-4,1.5,12,12,0
England-Jordan,SST,gpt-4,1.5,5,5,0
France-Israel,SST,gpt-4,1.5,8,12,-4
U.S.A.-Germany,SST,gpt-4,1.5,10,14,-4
U.S.S.R.-Syria,SST,gpt-4,1.5,7,3,4
France-Algeria,SST,gpt-4,1.5,9,12,-3
U.S.A.-Mexico,SSA,gpt-4,0.001,10,12,-2
U.S.S.R.-Poland,SSA,gpt-4,0.001,7,7,0
China-Albania,SSA,gpt-4,0.001,5,3,2
U.S.A.-Israel,SSA,gpt-4,0.001,10,12,-2
Japan-Philippines,SSA,gpt-4,0.001,8,8,0
U.S.A.-Canada,SSA,gpt-4,0.001,15,15,0
U.S.S.R.-Israel,SSA,gpt-4,0.001,5,5,0
England-Ireland,SSA,gpt-4,0.001,12,13,-1
Germany-Austria,SSA,gpt-4,0.001,15,15,0
U.S.S.R.-France,SSA,gpt-4,0.001,5,5,0
Belgium-Luxembourg,SSA,gpt-4,0.001,15,15,0
U.S.A.-U.S.S.R.,SSA,gpt-4,0.001,5,7,-2
China-North Korea,SSA,gpt-4,0.001,12,12,0
India-Sri Lanka,SSA,gpt-4,0.001,12,12,0
U.S.A.-France,SSA,gpt-4,0.001,10,12,-2
U.S.S.R.-Cuba,SSA,gpt-4,0.001,12,12,0
England-Jordan,SSA,gpt-4,0.001,5,5,0
France-Israel,SSA,gpt-4,0.001,7,7,0
U.S.A.-Germany,SSA,gpt-4,0.001,10,12,-2
U.S.S.R.-Syria,SSA,gpt-4,0.001,5,5,0
France-Algeria,SSA,gpt-4,0.001,8,7,1
U.S.A.-Mexico,SSA,gpt-4,0.5,10,12,-2
U.S.S.R.-Poland,SSA,gpt-4,0.5,8,7,1
China-Albania,SSA,gpt-4,0.5,3,3,0
U.S.A.-Israel,SSA,gpt-4,0.5,12,11,1
Japan-Philippines,SSA,gpt-4,0.5,8,10,-2
U.S.A.-Canada,SSA,gpt-4,0.5,14,15,-1
U.S.S.R.-Israel,SSA,gpt-4,0.5,3,5,-2
England-Ireland,SSA,gpt-4,0.5,12,12,0
Germany-Austria,SSA,gpt-4,0.5,15,15,0
U.S.S.R.-France,SSA,gpt-4,0.5,5,5,0
Belgium-Luxembourg,SSA,gpt-4,0.5,15,15,0
U.S.A.-U.S.S.R.,SSA,gpt-4,0.5,5,9,-4
China-North Korea,SSA,gpt-4,0.5,12,12,0
India-Sri Lanka,SSA,gpt-4,0.5,12,13,-1
U.S.A.-France,SSA,gpt-4,0.5,8,12,-4
U.S.S.R.-Cuba,SSA,gpt-4,0.5,12,12,0
England-Jordan,SSA,gpt-4,0.5,5,5,0
France-Israel,SSA,gpt-4,0.5,7,7,0
U.S.A.-Germany,SSA,gpt-4,0.5,8,12,-4
U.S.S.R.-Syria,SSA,gpt-4,0.5,5,5,0
France-Algeria,SSA,gpt-4,0.5,7,7,0
U.S.A.-Mexico,SSA,gpt-4,1.0,11,10,1
U.S.S.R.-Poland,SSA,gpt-4,1.0,9,10,-1
China-Albania,SSA,gpt-4,1.0,5,5,0
U.S.A.-Israel,SSA,gpt-4,1.0,7,12,-5
Japan-Philippines,SSA,gpt-4,1.0,10,11,-1
U.S.A.-Canada,SSA,gpt-4,1.0,12,15,-3
U.S.S.R.-Israel,SSA,gpt-4,1.0,3,7,-4
England-Ireland,SSA,gpt-4,1.0,13,14,-1
Germany-Austria,SSA,gpt-4,1.0,15,15,0
U.S.S.R.-France,SSA,gpt-4,1.0,5,7,-2
Belgium-Luxembourg,SSA,gpt-4,1.0,16,14,2
U.S.A.-U.S.S.R.,SSA,gpt-4,1.0,5,9,-4
China-North Korea,SSA,gpt-4,1.0,10,12,-2
India-Sri Lanka,SSA,gpt-4,1.0,12,12,0
U.S.A.-France,SSA,gpt-4,1.0,10,12,-2
U.S.S.R.-Cuba,SSA,gpt-4,1.0,12,12,0
England-Jordan,SSA,gpt-4,1.0,5,5,0
France-Israel,SSA,gpt-4,1.0,8,7,1
U.S.A.-Germany,SSA,gpt-4,1.0,8,12,-4
U.S.S.R.-Syria,SSA,gpt-4,1.0,3,2,1
France-Algeria,SSA,gpt-4,1.0,7,7,0
U.S.A.-Mexico,SSA,gpt-4,1.5,8,10,-2
U.S.S.R.-Poland,SSA,gpt-4,1.5,7,7,0
China-Albania,SSA,gpt-4,1.5,5,3,2
U.S.A.-Israel,SSA,gpt-4,1.5,8,12,-4
Japan-Philippines,SSA,gpt-4,1.5,8,12,-4
U.S.A.-Canada,SSA,gpt-4,1.5,15,16,-1
U.S.S.R.-Israel,SSA,gpt-4,1.5,5,8,-3
England-Ireland,SSA,gpt-4,1.5,12,11,1
Germany-Austria,SSA,gpt-4,1.5,11,14,-3
U.S.S.R.-France,SSA,gpt-4,1.5,5,10,-5
Belgium-Luxembourg,SSA,gpt-4,1.5,15,15,0
U.S.A.-U.S.S.R.,SSA,gpt-4,1.5,5,13,-8
China-North Korea,SSA,gpt-4,1.5,10,11,-1
India-Sri Lanka,SSA,gpt-4,1.5,12,15,-3
U.S.A.-France,SSA,gpt-4,1.5,14,10,4
U.S.S.R.-Cuba,SSA,gpt-4,1.5,12,12,0
England-Jordan,SSA,gpt-4,1.5,5,4,1
France-Israel,SSA,gpt-4,1.5,7,7,0
U.S.A.-Germany,SSA,gpt-4,1.5,10,15,-5
U.S.S.R.-Syria,SSA,gpt-4,1.5,11,4,7
France-Algeria,SSA,gpt-4,1.5,8,6,2
U.S.A.-Mexico,SST,llama2_70B,0.001,10,10,0
U.S.S.R.-Poland,SST,llama2_70B,0.001,10,10,0
China-Albania,SST,llama2_70B,0.001,5,5,0
U.S.A.-Israel,SST,llama2_70B,0.001,10,12,-2
Japan-Philippines,SST,llama2_70B,0.001,10,10,0
U.S.A.-Canada,SST,llama2_70B,0.001,12,12,0
U.S.S.R.-Israel,SST,llama2_70B,0.001,10,10,0
England-Ireland,SST,llama2_70B,0.001,12,12,0
Germany-Austria,SST,llama2_70B,0.001,15,15,0
U.S.S.R.-France,SST,llama2_70B,0.001,10,10,0
Belgium-Luxembourg,SST,llama2_70B,0.001,15,15,0
U.S.A.-U.S.S.R.,SST,llama2_70B,0.001,10,10,0
China-North Korea,SST,llama2_70B,0.001,10,12,-2
India-Sri Lanka,SST,llama2_70B,0.001,12,12,0
U.S.A.-France,SST,llama2_70B,0.001,10,10,0
U.S.S.R.-Cuba,SST,llama2_70B,0.001,10,10,0
England-Jordan,SST,llama2_70B,0.001,10,10,0
France-Israel,SST,llama2_70B,0.001,10,10,0
U.S.A.-Germany,SST,llama2_70B,0.001,12,12,0
U.S.S.R.-Syria,SST,llama2_70B,0.001,5,10,-5
France-Algeria,SST,llama2_70B,0.001,10,10,0
U.S.A.-Mexico,SST,llama2_70B,0.5,10,10,0
U.S.S.R.-Poland,SST,llama2_70B,0.5,10,10,0
China-Albania,SST,llama2_70B,0.5,5,5,0
U.S.A.-Israel,SST,llama2_70B,0.5,12,10,2
Japan-Philippines,SST,llama2_70B,0.5,10,10,0
U.S.A.-Canada,SST,llama2_70B,0.5,14,14,0
U.S.S.R.-Israel,SST,llama2_70B,0.5,10,10,0
England-Ireland,SST,llama2_70B,0.5,12,12,0
Germany-Austria,SST,llama2_70B,0.5,15,15,0
U.S.S.R.-France,SST,llama2_70B,0.5,10,10,0
Belgium-Luxembourg,SST,llama2_70B,0.5,15,15,0
U.S.A.-U.S.S.R.,SST,llama2_70B,0.5,10,10,0
China-North Korea,SST,llama2_70B,0.5,10,12,-2
India-Sri Lanka,SST,llama2_70B,0.5,12,12,0
U.S.A.-France,SST,llama2_70B,0.5,10,10,0
U.S.S.R.-Cuba,SST,llama2_70B,0.5,10,12,-2
England-Jordan,SST,llama2_70B,0.5,10,10,0
France-Israel,SST,llama2_70B,0.5,10,10,0
U.S.A.-Germany,SST,llama2_70B,0.5,12,12,0
U.S.S.R.-Syria,SST,llama2_70B,0.5,5,8,-3
France-Algeria,SST,llama2_70B,0.5,10,10,0
U.S.A.-Mexico,SST,llama2_70B,1.0,10,10,0
U.S.S.R.-Poland,SST,llama2_70B,1.0,10,8,2
China-Albania,SST,llama2_70B,1.0,5,10,-5
U.S.A.-Israel,SST,llama2_70B,1.0,10,15,-5
Japan-Philippines,SST,llama2_70B,1.0,10,10,0
U.S.A.-Canada,SST,llama2_70B,1.0,14,10,4
U.S.S.R.-Israel,SST,llama2_70B,1.0,5,5,0
England-Ireland,SST,llama2_70B,1.0,12,12,0
Germany-Austria,SST,llama2_70B,1.0,15,15,0
U.S.S.R.-France,SST,llama2_70B,1.0,10,10,0
Belgium-Luxembourg,SST,llama2_70B,1.0,15,15,0
U.S.A.-U.S.S.R.,SST,llama2_70B,1.0,10,10,0
China-North Korea,SST,llama2_70B,1.0,10,14,-4
India-Sri Lanka,SST,llama2_70B,1.0,12,14,-2
U.S.A.-France,SST,llama2_70B,1.0,10,10,0
U.S.S.R.-Cuba,SST,llama2_70B,1.0,12,10,2
England-Jordan,SST,llama2_70B,1.0,10,10,0
France-Israel,SST,llama2_70B,1.0,10,10,0
U.S.A.-Germany,SST,llama2_70B,1.0,15,10,5
U.S.S.R.-Syria,SST,llama2_70B,1.0,5,8,-3
France-Algeria,SST,llama2_70B,1.0,10,12,-2
U.S.A.-Mexico,SST,llama2_70B,1.5,10,12,-2
U.S.S.R.-Poland,SST,llama2_70B,1.5,10,8,2
China-Albania,SST,llama2_70B,1.5,5,5,0
U.S.A.-Israel,SST,llama2_70B,1.5,10,10,0
Japan-Philippines,SST,llama2_70B,1.5,10,10,0
U.S.A.-Canada,SST,llama2_70B,1.5,15,14,1
U.S.S.R.-Israel,SST,llama2_70B,1.5,10,10,0
England-Ireland,SST,llama2_70B,1.5,14,12,2
Germany-Austria,SST,llama2_70B,1.5,15,15,0
U.S.S.R.-France,SST,llama2_70B,1.5,10,10,0
Belgium-Luxembourg,SST,llama2_70B,1.5,15,14,1
U.S.A.-U.S.S.R.,SST,llama2_70B,1.5,12,5,7
China-North Korea,SST,llama2_70B,1.5,10,10,0
India-Sri Lanka,SST,llama2_70B,1.5,10,15,-5
U.S.A.-France,SST,llama2_70B,1.5,10,12,-2
U.S.S.R.-Cuba,SST,llama2_70B,1.5,10,10,0
England-Jordan,SST,llama2_70B,1.5,8,10,-2
France-Israel,SST,llama2_70B,1.5,10,10,0
U.S.A.-Germany,SST,llama2_70B,1.5,12,12,0
U.S.S.R.-Syria,SST,llama2_70B,1.5,5,10,-5
France-Algeria,SST,llama2_70B,1.5,10,12,-2
U.S.A.-Mexico,SSA,llama2_70B,0.001,10,10,0
U.S.S.R.-Poland,SSA,llama2_70B,0.001,10,10,0
China-Albania,SSA,llama2_70B,0.001,5,10,-5
U.S.A.-Israel,SSA,llama2_70B,0.001,15,15,0
Japan-Philippines,SSA,llama2_70B,0.001,10,10,0
U.S.A.-Canada,SSA,llama2_70B,0.001,15,15,0
U.S.S.R.-Israel,SSA,llama2_70B,0.001,10,10,0
England-Ireland,SSA,llama2_70B,0.001,12,12,0
Germany-Austria,SSA,llama2_70B,0.001,15,15,0
U.S.S.R.-France,SSA,llama2_70B,0.001,10,10,0
Belgium-Luxembourg,SSA,llama2_70B,0.001,15,15,0
U.S.A.-U.S.S.R.,SSA,llama2_70B,0.001,10,10,0
China-North Korea,SSA,llama2_70B,0.001,10,12,-2
India-Sri Lanka,SSA,llama2_70B,0.001,12,15,-3
U.S.A.-France,SSA,llama2_70B,0.001,12,10,2
U.S.S.R.-Cuba,SSA,llama2_70B,0.001,12,10,2
England-Jordan,SSA,llama2_70B,0.001,10,10,0
France-Israel,SSA,llama2_70B,0.001,10,10,0
U.S.A.-Germany,SSA,llama2_70B,0.001,12,12,0
U.S.S.R.-Syria,SSA,llama2_70B,0.001,10,10,0
France-Algeria,SSA,llama2_70B,0.001,10,10,0
U.S.A.-Mexico,SSA,llama2_70B,0.5,10,10,0
U.S.S.R.-Poland,SSA,llama2_70B,0.5,10,10,0
China-Albania,SSA,llama2_70B,0.5,5,5,0
U.S.A.-Israel,SSA,llama2_70B,0.5,12,15,-3
Japan-Philippines,SSA,llama2_70B,0.5,10,10,0
U.S.A.-Canada,SSA,llama2_70B,0.5,12,15,-3
U.S.S.R.-Israel,SSA,llama2_70B,0.5,10,10,0
England-Ireland,SSA,llama2_70B,0.5,12,12,0
Germany-Austria,SSA,llama2_70B,0.5,15,15,0
U.S.S.R.-France,SSA,llama2_70B,0.5,10,10,0
Belgium-Luxembourg,SSA,llama2_70B,0.5,15,15,0
U.S.A.-U.S.S.R.,SSA,llama2_70B,0.5,10,5,5
China-North Korea,SSA,llama2_70B,0.5,10,15,-5
India-Sri Lanka,SSA,llama2_70B,0.5,14,15,-1
U.S.A.-France,SSA,llama2_70B,0.5,12,10,2
U.S.S.R.-Cuba,SSA,llama2_70B,0.5,12,10,2
England-Jordan,SSA,llama2_70B,0.5,10,10,0
France-Israel,SSA,llama2_70B,0.5,12,10,2
U.S.A.-Germany,SSA,llama2_70B,0.5,12,12,0
U.S.S.R.-Syria,SSA,llama2_70B,0.5,8,10,-2
France-Algeria,SSA,llama2_70B,0.5,10,10,0
U.S.A.-Mexico,SSA,llama2_70B,1.0,10,12,-2
U.S.S.R.-Poland,SSA,llama2_70B,1.0,10,10,0
China-Albania,SSA,llama2_70B,1.0,5,10,-5
U.S.A.-Israel,SSA,llama2_70B,1.0,14,14,0
Japan-Philippines,SSA,llama2_70B,1.0,10,10,0
U.S.A.-Canada,SSA,llama2_70B,1.0,15,12,3
U.S.S.R.-Israel,SSA,llama2_70B,1.0,5,10,-5
England-Ireland,SSA,llama2_70B,1.0,12,12,0
Germany-Austria,SSA,llama2_70B,1.0,15,15,0
U.S.S.R.-France,SSA,llama2_70B,1.0,10,10,0
Belgium-Luxembourg,SSA,llama2_70B,1.0,15,15,0
U.S.A.-U.S.S.R.,SSA,llama2_70B,1.0,10,10,0
China-North Korea,SSA,llama2_70B,1.0,10,12,-2
India-Sri Lanka,SSA,llama2_70B,1.0,14,15,-1
U.S.A.-France,SSA,llama2_70B,1.0,10,10,0
U.S.S.R.-Cuba,SSA,llama2_70B,1.0,12,10,2
England-Jordan,SSA,llama2_70B,1.0,10,10,0
France-Israel,SSA,llama2_70B,1.0,10,10,0
U.S.A.-Germany,SSA,llama2_70B,1.0,12,15,-3
U.S.S.R.-Syria,SSA,llama2_70B,1.0,10,10,0
France-Algeria,SSA,llama2_70B,1.0,10,12,-2
U.S.A.-Mexico,SSA,llama2_70B,1.5,10,10,0
U.S.S.R.-Poland,SSA,llama2_70B,1.5,10,10,0
China-Albania,SSA,llama2_70B,1.5,8,10,-2
U.S.A.-Israel,SSA,llama2_70B,1.5,12,12,0
Japan-Philippines,SSA,llama2_70B,1.5,10,10,0
U.S.A.-Canada,SSA,llama2_70B,1.5,15,12,3
U.S.S.R.-Israel,SSA,llama2_70B,1.5,8,10,-2
England-Ireland,SSA,llama2_70B,1.5,12,14,-2
Germany-Austria,SSA,llama2_70B,1.5,14,15,-1
U.S.S.R.-France,SSA,llama2_70B,1.5,10,8,2
Belgium-Luxembourg,SSA,llama2_70B,1.5,15,15,0
U.S.A.-U.S.S.R.,SSA,llama2_70B,1.5,8,10,-2
China-North Korea,SSA,llama2_70B,1.5,12,10,2
India-Sri Lanka,SSA,llama2_70B,1.5,15,15,0
U.S.A.-France,SSA,llama2_70B,1.5,12,12,0
U.S.S.R.-Cuba,SSA,llama2_70B,1.5,12,12,0
England-Jordan,SSA,llama2_70B,1.5,8,10,-2
France-Israel,SSA,llama2_70B,1.5,12,12,0
U.S.A.-Germany,SSA,llama2_70B,1.5,12,12,0
U.S.S.R.-Syria,SSA,llama2_70B,1.5,5,10,-5
France-Algeria,SSA,llama2_70B,1.5,10,12,-2
